Account Name,Created Date,Cloud or On-Premise,Lead Source,Opportunity Owner,Stage,Close Date,Type,Amount,Company Country (CB),Company State (CB),Company Industry (CB)
P1 Company,11/11/2021,,,S Seller,Closed Lost,8/31/2016,Upsell,50000,Turkey,İstanbul,Airlines
V1 Company,11/11/2021,,,S Seller,Closed Lost,12/29/2017,New Business,0,United States,New Jersey,Diversified Telecommunication Services
T1 Company,11/11/2021,,,S Seller,Closed Lost,9/30/2015,Upsell,25000,United States,Washington,Diversified Telecommunication Services
M1 Company,11/11/2021,,,T Seller,Closed Lost,6/15/2018,New Business,0,United States,Illinois,Internet Software & Services
V1 Company,11/11/2021,,,T Seller,Closed Lost,3/31/2017,New Business,0,United States,New Jersey,Diversified Telecommunication Services
M1 Company,11/11/2021,,,S Seller,Closed Lost,3/30/2018,New Business,0,United States,New York,Insurance
N1 Company,11/11/2021,,,S Seller,Closed Lost,9/30/2015,Upsell,50000,United States,California,Internet Software & Services
A1 Company,11/11/2021,,,S Seller,Closed Lost,10/31/2018,Upsell,0,,,
F1 Company,11/11/2021,,,S Seller,Closed Lost,9/29/2017,Upsell,0,United States,Virginia,Diversified Financial Services
D1 Company,12/20/2021,,Web - Paid Traffic,L Seller,Closed Lost,5/11/2022,New Business,100000,United States,New York,Internet Software & Services
S1 Company,11/12/2021,,,S Seller,Closed Won,11/10/2017,New Business,124200,Germany,Bayern,Media
B1 Company,11/12/2021,,Web - Organic Traffic,S Seller,Closed Lost,6/14/2019,New Business,80000,,,
J1 Company,11/12/2021,,,S Seller,Closed Lost,12/31/2018,New Business,0,United States,New York,Diversified Financial Services
B1 Company,11/12/2021,,,S Seller,Closed Lost,12/31/2018,New Business,200000,Italy,Emilia-Romagna,Automotive
K1 Company,11/12/2021,,,S Seller,4 - Proposal Submitted,3/14/2021,Renewal (Flat or Partial Churn),8000,"Korea, Republic of",,
K1 Company,11/12/2021,,,S Seller,Closed Lost,3/14/2020,Renewal (Flat or Partial Churn),8000,"Korea, Republic of",,
V1 Company,11/12/2021,,,T Seller,Closed Lost,3/15/2019,New Business,140000,United States,New Jersey,Diversified Telecommunication Services
E1 Company,11/12/2021,,Web - Organic Traffic,T Seller,Closed Lost,10/2/2020,New Business,60000,Chile,Santiago Metropolitan Region,Utilities
E1 Company,11/12/2021,,Web - Organic Traffic,S Seller,Closed Lost,10/7/2019,New Business,100000,United States,California,Beverages
K1 Company,11/12/2021,,,S Seller,Closed Won,3/12/2018,New Business,48000,"Korea, Republic of",,
F1 Company,11/12/2021,,Partner Referral,S Seller,Closed Won,12/11/2018,Upsell,72000,Japan,Tokyo,Internet Software & Services
P1 Company,11/12/2021,,,S Seller,Closed Lost,6/30/2016,Upsell,150000,United States,New Jersey,Utilities
T1 Company,11/11/2021,,,S Seller,Closed Lost,9/15/2017,Upsell,0,Japan,Kanagawa,Household Durables
#N/A,11/11/2021,,,S Seller,Closed Lost,2/28/2018,Upsell,40000,,,
C1 Company,11/11/2021,,,S Seller,Closed Lost,6/30/2015,,125000,United States,Texas,Diversified Financial Services
M1 Company,11/11/2021,,,S Seller,Closed Lost,1/31/2018,Upsell,0,United States,New York,Internet Software & Services
T1 Company,11/11/2021,,,S Seller,Closed Lost,9/29/2017,New Business,0,United States,New York,Diversified Financial Services
B1 Company,11/11/2021,,,S Seller,Closed Lost,3/30/2018,New Business,0,United States,Tennessee,Automotive
J1 Company,11/11/2021,,,S Seller,Closed Lost,12/22/2016,Upsell,0,United States,New York,Diversified Financial Services
D1 Company,11/11/2021,,Web - Organic Traffic,T Seller,3 - Technical Validation,9/30/2022,New Business,95000,Germany,Hesse,Diversified Financial Services
A1 Company,11/11/2021,,Web - Organic Traffic,T Seller,3 - Technical Validation,12/23/2022,New Business,75000,Poland,Greater Poland Voivodeship,Internet Software & Services
d1 Company,11/11/2021,,Partner Referral,D Seller,Closed Lost,10/13/2021,New Business,0,United States,Texas,Internet Software & Services
A1 Company,11/11/2021,,Partner Referral,D Seller,Requalify,7/1/2022,New Business,80000,United States,Florida,Internet Software & Services
F1 Company,11/11/2021,,Partner Referral,D Seller,Requalify,5/27/2022,New Business,120000,United States,Wisconsin,Internet Software & Services
S1 Company,11/11/2021,,,S Seller,Closed Lost,3/30/2018,New Business,0,United States,California,Media
B1 Company,11/11/2021,,,S Seller,Closed Lost,9/18/2020,New Business,200000,Canada,Ontario,Diversified Financial Services
E1 Company,11/11/2021,,,S Seller,Closed Lost,9/25/2015,Upsell,83000,United States,Missouri,Professional Services
L1 Company,11/11/2021,,,S Seller,Closed Lost,4/18/2014,Upsell,0,United States,Massachusetts,Insurance
E1 Company,11/11/2021,,,S Seller,Closed Lost,12/30/2016,Upsell,0,United States,Missouri,Construction & Engineering
O1 Company,11/11/2021,,,S Seller,Closed Won,3/29/2018,Renewal (Flat or Partial Churn),61000,France,,Diversified Telecommunication Services
D1 Company,11/11/2021,,,S Seller,Closed Lost,5/29/2015,Upsell,100000,United States,Minnesota,Consumer Discretionary
S1 Company,11/11/2021,,,S Seller,Closed Lost,6/30/2016,Upsell,0,,,
C1 Company,11/11/2021,,,S Seller,Closed Lost,6/30/2016,Upsell,0,United States,New York,Diversified Telecommunication Services
I1 Company,11/11/2021,,,S Seller,Closed Won,3/31/2017,Upsell,43000,Turkey,İstanbul,Banks
C1 Company,11/11/2021,,,S Seller,Closed Lost,12/31/2016,New Business,0,United States,California,Communications Equipment
S1 Company,11/11/2021,,,S Seller,Closed Lost,12/30/2016,Upsell,100000,United States,Massachusetts,Diversified Financial Services
T1 Company,11/11/2021,,Web - Organic Traffic,T Seller,Closed Lost,11/20/2020,New Business,0,Canada,Alberta,Transportation
V1 Company,11/11/2021,,,S Seller,Closed Lost,12/31/2018,New Business,0,United States,New York,Health Care Providers & Services
J1 Company,11/11/2021,,,S Seller,Closed Lost,3/27/2015,Upsell,500000,United States,New York,Diversified Financial Services
S1 Company,11/12/2021,,Partner Referral,A Seller,2 - Value Qualification,6/27/2022,New Business,120000,Singapore,,Diversified Telecommunication Services
R1 Company,11/11/2021,,,S Seller,Closed Lost,10/2/2015,Upsell,80000,United States,North Carolina,Diversified Telecommunication Services
M1 Company,11/11/2021,,Partner Referral,S Seller,Closed Lost,12/11/2020,New Business,180000,United Kingdom,Greater London,Retailing
U1 Company,11/11/2021,,,S Seller,Closed Lost,12/29/2017,New Business,0,United States,Texas,Professional Services
A1 Company,11/11/2021,,Web - Organic Traffic,T Seller,Requalify,11/20/2020,New Business,0,United States,Illinois,Internet Software & Services
J1 Company,11/11/2021,,,S Seller,Closed Lost,3/30/2018,Upsell,0,United States,Wisconsin,Construction & Engineering
Y1 Company,11/11/2021,,,A Seller,Closed Won,7/30/2021,Renewal (Flat or Partial Churn),106793,United States,California,Internet Software & Services
A1 Company,11/11/2021,,,S Seller,Closed Lost,12/29/2017,New Business,50000,United States,Texas,Communications Equipment
U1 Company,11/11/2021,,,S Seller,Closed Lost,6/30/2016,Upsell,0,United States,Arizona,Health Care Providers & Services
N1 Company,11/11/2021,,Web - Organic Traffic,S Seller,Closed Lost,9/20/2019,New Business,70000,United States,New Jersey,
#N/A,11/11/2021,,,S Seller,Closed Lost,12/31/2016,New Business,100000,,,
C1 Company,11/11/2021,,Web - Organic Traffic,A Seller,Closed Lost,12/31/2019,New Business,25000,India,Haryana,Automotive
F1 Company,11/11/2021,,,S Seller,Closed Lost,3/31/2016,Upsell,0,United States,Florida,Professional Services
#N/A,11/11/2021,,,S Seller,Closed Lost,5/30/2018,New Business,0,,,
T1 Company,11/11/2021,,,S Seller,Closed Lost,9/12/2018,Partnership,0,Japan,Tokyo,Professional Services
#N/A,11/11/2021,,,S Seller,Closed Lost,3/15/2018,Upsell,0,,,
E1 Company,11/11/2021,,,S Seller,Closed Lost,11/20/2015,Upsell,100000,United States,Nevada,"Hotels, Restaurants & Leisure"
N1 Company,11/11/2021,,,S Seller,Closed Won,2/21/2019,New Business,18330,Turkey,İstanbul,Internet Software & Services
B1 Company,11/11/2021,,Web - Organic Traffic,A Seller,Closed Lost,10/2/2020,New Business,50000,Indonesia,,Internet Software & Services
V1 Company,11/11/2021,,,S Seller,Closed Lost,8/24/2018,New Business,50000,United States,Florida,Household Durables
A1 Company,11/11/2021,,,F Seller,Closed Lost,12/15/2020,Partnership,0,United States,Washington,Airlines
#N/A,11/11/2021,,,S Seller,Closed Lost,2/28/2020,New Business,100000,,,
C1 Company,11/11/2021,,,S Seller,Closed Lost,10/16/2015,Upsell,75000,United States,Arizona,Internet Software & Services
A1 Company,11/11/2021,,,S Seller,Closed Lost,4/9/2018,New Business,0,United States,Texas,Airlines
T1 Company,11/11/2021,,Web - Organic Traffic,S Seller,Closed Lost,6/30/2019,New Business,48000,,,
S1 Company,11/11/2021,,,T Seller,Closed Lost,9/30/2015,Upsell,100000,United States,Nebraska,Diversified Telecommunication Services
R1 Company,11/11/2021,,,S Seller,Closed Lost,5/31/2017,New Business,50000,United States,Pennsylvania,Internet Software & Services
I1 Company,11/11/2021,,Partner Referral,S Seller,Closed Lost,9/21/2017,Upsell,0,United States,California,Internet Software & Services
T1 Company,11/11/2021,,,S Seller,Closed Won,12/28/2017,New Business,99852,United States,Massachusetts,Biotechnology
R1 Company,11/11/2021,,,S Seller,Closed Won,3/10/2018,Renewal (Flat or Partial Churn),79147,United States,Florida,Professional Services
S1 Company,11/11/2021,,,S Seller,Closed Lost,12/22/2017,Upsell,0,United States,Massachusetts,Diversified Financial Services
O1 Company,11/11/2021,,Partner Referral,S Seller,Closed Won,3/20/2019,Renewal (Flat or Partial Churn),56000,France,,Diversified Telecommunication Services
A1 Company,11/11/2021,,,S Seller,Closed Won,6/29/2017,New Business,58166,United States,Michigan,Consumer Goods
P1 Company,11/11/2021,,,S Seller,Closed Lost,4/12/2018,New Business,0,United States,California,Capital Markets
P1 Company,11/11/2021,,,S Seller,Closed Lost,4/12/2018,New Business,0,United States,California,Internet Software & Services
#N/A,11/11/2021,,,S Seller,Closed Lost,9/28/2018,New Business,30000,,,
S1 Company,11/11/2021,,,S Seller,Closed Lost,6/30/2017,New Business,0,United States,Texas,Internet Software & Services
F1 Company,11/11/2021,,,S Seller,Closed Won,3/31/2017,Upsell,105000,Japan,Tokyo,Internet Software & Services
P1 Company,11/11/2021,,Partner Referral,S Seller,Closed Lost,12/25/2020,New Business,50000,United States,Pennsylvania,Professional Services
M1 Company,11/11/2021,,,T Seller,Closed Lost,12/31/2016,New Business,0,Sweden,Stockholm County,Internet Software & Services
A1 Company,11/11/2021,,,S Seller,Closed Lost,12/18/2020,New Business,50000,United States,Pennsylvania,Electrical Equipment
D1 Company,11/11/2021,,,S Seller,Closed Lost,3/31/2016,Upsell,80000,,,
E1 Company,11/11/2021,,,S Seller,Closed Lost,1/31/2017,Upsell,50000,United States,Washington,Internet Software & Services
P1 Company,11/11/2021,,,S Seller,Closed Lost,6/30/2016,Upsell,0,United States,New York,Retailing
M1 Company,11/11/2021,,,S Seller,Closed Lost,6/29/2018,Upsell,100000,United States,Texas,Gas Utilities
#N/A,11/11/2021,,,D Seller,Closed Lost,9/20/2018,New Business,0,,,
A1 Company,11/11/2021,,,T Seller,Closed Lost,6/30/2017,New Business,0,United States,New Jersey,"Hotels, Restaurants & Leisure"
B1 Company,11/11/2021,,Partner Referral,S Seller,Closed Lost,2/14/2021,New Business,0,,,
V1 Company,11/11/2021,,,S Seller,Closed Lost,9/29/2017,Upsell,0,United States,New Jersey,Diversified Telecommunication Services
M1 Company,11/11/2021,,Partner Referral,S Seller,Closed Lost,10/29/2015,Upsell,100000,United States,New York,Retailing
N1 Company,11/11/2021,,,S Seller,Closed Lost,3/31/2016,Upsell,0,,,
#N/A,11/11/2021,,,S Seller,Closed Lost,12/31/2015,Upsell,100000,,,
A1 Company,11/11/2021,,,S Seller,Closed Lost,7/1/2017,Upsell,100000,United States,Illinois,Insurance
N1 Company,11/11/2021,,,S Seller,Closed Lost,6/30/2016,Upsell,0,United States,Michigan,Professional Services
A1 Company,11/11/2021,,,S Seller,Closed Lost,7/31/2018,New Business,90000,United States,Wisconsin,Insurance
Y1 Company,11/11/2021,,,S Seller,Closed Won,9/28/2018,Upsell,47793,United States,California,Internet Software & Services
C1 Company,11/11/2021,,,S Seller,Closed Lost,3/26/2018,New Business,0,United States,Georgia,Communications Equipment
T1 Company,11/11/2021,,,T Seller,Closed Lost,6/29/2018,New Business,0,United States,Nebraska,Diversified Financial Services
T1 Company,11/11/2021,,,S Seller,Closed Lost,12/31/2015,Upsell,100000,United States,Pennsylvania,Internet Software & Services
P1 Company,11/11/2021,,,S Seller,Closed Lost,9/30/2016,Upsell,0,United States,California,Internet Software & Services
V1 Company,11/11/2021,,,S Seller,Closed Lost,6/30/2019,New Business,0,United Kingdom,Greater London,Internet Software & Services
A1 Company,11/11/2021,,,S Seller,Closed Lost,1/31/2017,Upsell,25000,United States,California,Education Services
S1 Company,11/11/2021,,,S Seller,Closed Lost,6/30/2017,Upsell,109014,United States,New York,Internet Software & Services
#N/A,11/11/2021,,,S Seller,Closed Lost,4/18/2014,Upsell,100000,,,
B1 Company,11/11/2021,,,S Seller,Closed Lost,3/30/2018,New Business,0,United States,New York,Professional Services
B1 Company,11/11/2021,,,S Seller,Closed Lost,12/31/2018,New Business,50000,Turkey,İstanbul,Automotive
#N/A,11/11/2021,,,S Seller,Closed Lost,12/31/2016,New Business,0,,,
A1 Company,11/11/2021,,,S Seller,Closed Lost,12/29/2017,New Business,0,United States,California,Internet Software & Services
P1 Company,11/11/2021,,,S Seller,Closed Lost,6/29/2018,New Business,0,United States,Texas,Gas Utilities
U1 Company,11/11/2021,,,S Seller,Closed Lost,10/5/2018,New Business,0,United States,Texas,Professional Services
B1 Company,11/11/2021,,,T Seller,Closed Lost,6/30/2016,Upsell,0,,,
O1 Company,11/11/2021,,,S Seller,Closed Won,3/31/2017,Upsell,53000,France,,Diversified Telecommunication Services
#N/A,11/11/2021,,,S Seller,Closed Lost,11/16/2020,New Business,0,,,
V1 Company,11/11/2021,,,S Seller,Closed Lost,8/24/2018,Upsell,0,United States,California,Communications Equipment
T1 Company,11/11/2021,,,S Seller,Closed Lost,9/25/2015,Upsell,200000,United States,Connecticut,Diversified Telecommunication Services
T1 Company,11/11/2021,,,S Seller,Closed Lost,9/30/2017,Upsell,80000,United States,California,Internet Software & Services
H1 Company,11/11/2021,,,S Seller,Closed Lost,6/30/2018,New Business,0,United States,Hawaii,Airlines
D1 Company,11/11/2021,,,S Seller,Closed Won,2/10/2019,Upsell,73350,United States,Georgia,Airlines
#N/A,11/11/2021,,,S Seller,Closed Lost,12/31/2016,New Business,0,,,
M1 Company,1/26/2022,,Web - Organic Traffic,N Seller,5 - Contractual Process,11/10/2022,Renewal (Flat or Partial Churn),90000,Mauritius,Port Louis District,Diversified Telecommunication Services
C1 Company,11/11/2021,,,S Seller,Closed Lost,3/23/2018,New Business,0,United States,Texas,Diversified Financial Services
B1 Company,11/11/2021,,,S Seller,Closed Lost,10/2/2015,Upsell,100000,United States,California,Banks
C1 Company,11/11/2021,,,S Seller,Closed Lost,11/6/2015,Upsell,80000,United States,California,Communications Equipment
I1 Company,11/11/2021,,,S Seller,Closed Lost,4/27/2018,New Business,0,United States,Massachusetts,Professional Services
A1 Company,11/11/2021,,,S Seller,Closed Lost,12/31/2016,Upsell,0,United States,Missouri,Internet Software & Services
H1 Company,11/11/2021,,,S Seller,Closed Lost,8/31/2017,Upsell,0,United States,Pennsylvania,Food Products
C1 Company,11/11/2021,,,S Seller,Closed Lost,6/23/2016,Upsell,0,,,
A1 Company,11/11/2021,,,S Seller,Closed Lost,12/15/2017,New Business,0,United States,New York,Diversified Financial Services
N1 Company,11/11/2021,,,T Seller,Closed Lost,6/30/2017,New Business,0,Switzerland,Basel-Stadt,Pharmaceuticals
D1 Company,11/11/2021,,,S Seller,Closed Lost,3/30/2018,Upsell,0,United States,Texas,
O1 Company,11/11/2021,,Partner Referral,S Seller,Closed Lost,8/31/2015,Upsell,50000,United States,Utah,Consumer Discretionary
D1 Company,11/11/2021,,,T Seller,Closed Lost,3/31/2017,New Business,0,Singapore,,Banks
S1 Company,11/11/2021,,,S Seller,Closed Lost,10/16/2015,Upsell,125000,United States,California,Internet Software & Services
I1 Company,11/11/2021,,Partner Referral,S Seller,Closed Won,10/18/2018,New Business,56000,United States,New York,Internet Software & Services
C1 Company,11/11/2021,,,S Seller,Closed Lost,3/31/2017,Upsell,0,United States,Texas,Diversified Financial Services
R1 Company,11/11/2021,,,S Seller,Closed Won,8/9/2017,Renewal (Flat or Partial Churn),79147,United States,Florida,Professional Services
V1 Company,11/11/2021,,,S Seller,Closed Lost,1/31/2017,Upsell,0,United States,California,Internet Software & Services
F1 Company,1/26/2022,,,N Seller,5 - Contractual Process,6/30/2023,Renewal (Flat or Partial Churn),41700,United States,Massachusetts,Diversified Financial Services
C1 Company,11/12/2021,,,S Seller,Closed Lost,6/30/2019,New Business,0,,,
S1 Company,11/12/2021,,Web - Organic Traffic,A Seller,Closed Lost,11/30/2020,New Business,50000,Canada,Ontario,Internet Software & Services
Y1 Company,11/12/2021,,,S Seller,Closed Won,9/29/2017,New Business,67000,United States,California,Internet Software & Services
S1 Company,11/12/2021,,,D Seller,Closed Won,6/22/2021,Renewal (Flat or Partial Churn),61613,Germany,Bayern,Media
